SL,File,NativeRow,TMscore,3DIGARS_Egy,ASA_Egy,uPhi_Egy,uPsi_Egy,3DIGARS3.0_Egy,ASA_Egy_3DIGARS_Data_Ram,ASA_Egy_SSD_Data_Ram,ASA_Egy_Spinex_Data_Ram,ASA_Egy_3DIGARS_Data_Hoque,ASA_Egy_SSD_Data_Hoque,ASA_Egy_Spinex_Data_Hoque,ASA_SS_Egy_3DIGARS_Data_Ram,ASA_SS_Egy_SSD_Data_Ram,ASA_SS_Egy_Spinex_Data_Ram,ASA_SS_Egy_3DIGARS_Data_Hoque,ASA_SS_Egy_SSD_Data_Hoque,ASA_SS_Egy_Spinex_Data_Hoque,Phi_Egy_3DIGARS_Data_Ram,Phi_Egy_SSD_Data_Ram,Phi_Egy_Spinex_Data_Ram,Phi_Egy_3DIGARS_Data_Hoque,Phi_Egy_SSD_Data_Hoque,Phi_Egy_Spinex_Data_Hoque,Psi_Egy_3DIGARS_Data_Ram,Psi_Egy_SSD_Data_Ram,Psi_Egy_Spinex_Data_Ram,Psi_Egy_3DIGARS_Data_Hoque,Psi_Egy_SSD_Data_Hoque,Psi_Egy_Spinex_Data_Hoque,ASAr_Egy_3DIGARS_Data_Ram,ASAr_Egy_SSD_Data_Ram,ASAr_Egy_Spinex_Data_Ram,ASAr_Egy_3DIGARS_Data_Hoque,ASAr_Egy_SSD_Data_Hoque,ASAr_Egy_Spinex_Data_Hoque,ASAr_SS_Egy_3DIGARS_Data_Ram,ASAr_SS_Egy_SSD_Data_Ram,ASAr_SS_Egy_Spinex_Data_Ram,ASAr_SS_Egy_3DIGARS_Data_Hoque,ASAr_SS_Egy_SSD_Data_Hoque,ASAr_SS_Egy_Spinex_Data_Hoque,Phir_Egy_3DIGARS_Data_Ram,Phir_Egy_SSD_Data_Ram,Phir_Egy_Spinex_Data_Ram,Phir_Egy_3DIGARS_Data_Hoque,Phir_Egy_SSD_Data_Hoque,Phir_Egy_Spinex_Data_Hoque,Psir_Egy_3DIGARS_Data_Ram,Psir_Egy_SSD_Data_Ram,Psir_Egy_Spinex_Data_Ram,Psir_Egy_3DIGARS_Data_Hoque,Psir_Egy_SSD_Data_Hoque,Psir_Egy_Spinex_Data_Hoque,ASA_Egy_Comb_Data_Ram, ASA_SS_Egy_Comb_Data_Ram, ASA_Egy_Comb_Data_Hoque, ASA_SS_Egy_Comb_Data_Hoque, Phi_Egy_Comb_Data_Ram, Phi_Egy_Comb_Data_Hoque, Psi_Egy_Comb_Data_Ram, Psi_Egy_Comb_Data_Hoque,ASAr_Egy_Comb_Data_Ram, ASAr_SS_Egy_Comb_Data_Ram, ASAr_Egy_Comb_Data_Hoque, ASAr_SS_Egy_Comb_Data_Hoque, Phir_Egy_Comb_Data_Ram, Phir_Egy_Comb_Data_Hoque, Psir_Egy_Comb_Data_Ram, Psir_Egy_Comb_Data_Hoque,ASA_Triplet_Egy_Hoque,Phi_Triplet_Egy_Hoque,Psi_Triplet_Egy_Hoque,uPhi_Egy_Hoque,uPsi_Egy_Hoque
1,T0644.pdb,1,1,-140.988,-165.976,2318.96,1273.14,-231.577,-6.97464,-7.74672,-7.64116,-186.649,-187.342,-187.144,-5.47364,-9.74923,-6.92292,-185.148,-189.344,-186.426,-10.1836,-9.71224,-8.8115,-316.764,-316.611,-315.748,-11.6893,-13.3072,-11.4188,-270.631,-273.116,-270.92,-26.1263,-23.0644,-23.8557,-80.0863,-77.932,-79.6507,-33.9423,-30.5148,-35.7002,-87.9023,-85.3825,-91.4952,-74.4219,-57.4492,-76.5762,-198.381,-183.121,-225.444,-61.7302,-62.6804,-64.4971,-149.482,-154.466,-193.68,-7.35313,-6.51908,-187.151,-186.317,-9.86967,-316.605,-11.8932,-271.121,-25.4572,-34.6875,-80.2004,-89.4306,-72.5675,-199.151,-41.7987,-142.21,-96.872,-245.225,-157.843,-229.101,-261.693
2,T0644_3D-JIGSAW_V5-0_TS1,0,0.8196,-116.899,-176.39,1186.37,349.499,-239.373,-4.75448,-5.52295,-6.32616,-182.797,-182.5,-182.432,-7.46814,-8.69148,-9.29555,-185.511,-185.669,-185.401,-4.16088,24.4606,9.80606,-234.811,-206.057,-219.833,-4.00201,6.94276,-4.76792,-250.398,-240.373,-252.598,-26.2097,-25.9065,-27.8066,-47.3137,-49.4186,-53.2291,-27.7991,-29.2446,-33.7697,-48.9031,-52.7567,-59.1922,-44.5398,-17.8758,-35.7082,-118.421,-95.3151,-118.173,-43.3927,-41.6276,-43.8388,-114.991,-116.012,-145.482,-5.37991,-8.22087,-182.783,-185.624,-3.70511,-234.064,-4.6449,-251.592,-26.9271,-30.2297,-49.7298,-53.0323,-45.6781,-121.376,-28.3566,-120.619,-160.42,-138.556,-100.826,-211.789,-260.34
3,T0644_3D-JIGSAW_V5-0_TS2,0,0.8107,-112.735,-170.086,711.919,476.906,-233.139,-5.36476,-4.46217,-4.48848,-182.848,-181.912,-180.598,-6.66591,-7.33607,-7.66102,-184.149,-184.786,-183.77,-3.1388,13.0308,-4.66532,-222.654,-206.443,-223.224,-12.0893,0.346963,-11.7194,-232.238,-219.666,-232.068,-22.6123,-24.2881,-25.0992,-42.0634,-45.9838,-48.8481,-24.5648,-28.0584,-30.6236,-44.0158,-49.754,-54.3726,-28.3588,-2.15606,-30.1835,-106.278,-81.7506,-121.951,-41.2474,-28.0502,-43.871,-104.786,-95.0186,-147.004,-5.10193,-7.19901,-182.25,-184.347,-3.33491,-222.585,-12.1515,-232.367,-23.8337,-27.4238,-44.9527,-48.5428,-25.801,-110.043,-28.6652,-107.947,-150.221,-80.8787,-99.7387,-205.945,-247.247
4,T0644_3D-JIGSAW_V5-0_TS3,0,0.8111,-112.215,-170.718,664.877,221.206,-237.071,-4.83511,-3.86905,-4.52554,-182.568,-180.83,-180.428,-6.58559,-5.1108,-7.00918,-184.319,-182.071,-182.912,3.59145,20.2514,15.987,-217.577,-200.751,-203.936,-9.66178,-12.5525,-11.3003,-227.686,-230.607,-229.106,-23.4783,-23.807,-26.08,-34.05,-36.8197,-41.6667,-24.2828,-26.8838,-30.2295,-34.8545,-39.8964,-45.8162,-30.118,-4.35227,-32.5625,-104.963,-81.6673,-118.869,-42.8954,-40.8368,-43.8702,-115.784,-117.127,-157.136,-4.66834,-6.61952,-181.848,-183.799,4.17243,-216.635,-10.7454,-228.742,-24.6226,-26.9239,-37.0839,-39.3853,-30.1749,-108.383,-29.0108,-111.727,-142.099,-120.096,-142.09,-217.356,-244.044
5,T0644_3D-JIGSAW_V5-0_TS4,0,0.8087,-111.788,-169.335,767.833,406.675,-232.014,-4.58158,-4.34848,-4.68688,-180.956,-180.541,-179.833,-6.33507,-8.26005,-8.02935,-182.71,-184.453,-183.176,19.8625,50.2939,16.0761,-188.241,-158.016,-190.724,-9.87079,-14.559,-11.3226,-236.236,-240.865,-237.394,-24.2521,-25.0899,-25.953,-39.7286,-43.5314,-46.1159,-22.3421,-28.0094,-32.0255,-37.8186,-46.4509,-52.1884,-28.6873,10.471,-18.0737,-99.4676,-62.0347,-101.392,-44.6769,-43.8169,-46.8844,-115.507,-118.694,-154.907,-4.69286,-7.29348,-180.759,-183.36,19.8873,-187.882,-11.105,-237.407,-25.1166,-26.5858,-42.457,-43.9263,-27.5049,-102.286,-29.6162,-112.349,-173.902,-89.1615,-141.038,-207.199,-249.2
6,T0644_3D-JIGSAW_V5-0_TS5,0,0.8165,-118.367,-181.13,895.115,376.727,-247.044,-1.77027,-2.50989,-2.97183,-188.484,-188.363,-187.424,-1.87669,-3.50124,-3.64918,-188.591,-189.355,-188.101,9.23668,47.2024,6.66475,-229.085,-191.167,-231.229,-5.50398,-9.84097,-5.69941,-258.211,-263.269,-259.235,-24.4192,-24.57,-26.8059,-46.0307,-48.3165,-52.4799,-25.2562,-27.7226,-31.5726,-46.8677,-51.4691,-57.2466,-29.2874,-5.95742,-34.3176,-104.554,-83.1555,-117.845,-44.8802,-43.0635,-46.2261,-120.032,-121.988,-155.38,-2.25634,-2.69717,-188.251,-188.691,8.08027,-230.136,-6.16152,-259.214,-25.4645,-28.0684,-48.6489,-51.2528,-31.2639,-112.036,-27.7782,-119.464,-186.044,-132.087,-160.022,-216.638,-252.337
7,T0644_AOBA-server_TS1,0,0.3831,-121.724,-138.904,2010.68,1055.42,-196.992,-5.6046,-8.50304,-8.33865,-134.916,-141.656,-142.44,-3.95022,-8.19302,-9.30223,-133.262,-141.346,-143.404,-12.756,29.193,-13.4643,-232.702,-190.319,-233.154,-5.38977,-8.33386,-11.2313,-164.225,-166.749,-169.179,-21.6279,-22.7381,-25.4164,-42.8268,-46.4732,-51.9705,-23.6424,-23.858,-29.6719,-44.8413,-47.5931,-56.2261,-21.6054,-10.1025,-23.5869,-149.681,-139.314,-178.772,-28.9333,-30.2226,-30.6716,-102.001,-104.821,-133.696,-7.18815,-6.96413,-138.822,-138.598,-13.1801,-233.029,-8.4364,-167.003,-23.5194,-26.2682,-46.8257,-49.5745,-21.1044,-154.91,-16.3088,-89.4992,-39.9987,-65.4586,122.591,-247.716,-270.414
8,T0644_AOBA-server_TS2,0,0.3876,-117.152,-141.707,2059.69,928.774,-195.879,-8.23443,-10.3481,-10.4453,-139.888,-145.669,-146.845,-10.8094,1.49084,-12.7515,-142.463,-133.831,-149.151,5.53911,45.2539,2.05645,-237.658,-197.636,-241.573,-16.6663,-16.4586,-19.6439,-169.079,-168.087,-171.129,-29.7677,-31.9288,-34.2666,-44.8587,-50.4112,-55.3314,-30.0221,-35.4072,-38.0025,-45.1131,-53.8896,-59.0673,-38.5578,-21.9934,-38.2315,-174.131,-158.614,-207.493,-27.9232,-25.857,-28.5896,-105.181,-104.126,-145.326,-9.92531,-12.3575,-143.914,-146.346,5.14145,-238.169,-17.9511,-170.045,-32.0958,-33.8601,-49.5561,-51.3204,-36.4791,-175.206,-19.5218,-83.8592,-55.6657,-54.1862,159.261,-244.825,-264.09
9,T0644_AOBA-server_TS3,0,0.3872,-121.714,-144.448,1988.11,1355.32,-197.466,-12.8006,-13.8805,-12.2412,-142.453,-146.624,-146.659,-18.6888,-16.4475,-17.8552,-148.341,-149.191,-152.273,-7.71769,19.1772,5.50224,-239.659,-212.293,-226.668,-14.5742,15.7988,-16.9212,-193.197,-162.553,-194.838,-24.3657,-26.8437,-28.4166,-42.0448,-47.8555,-51.976,-24.3235,-30.894,-32.0281,-42.0027,-51.9058,-55.5875,-34.6098,-5.32644,-20.6247,-167.131,-139.452,-179.732,-18.2588,-17.6956,-35.0554,-101.331,-102.176,-146.138,-13.2372,-18.8051,-145.172,-150.74,-7.5703,-239.551,-15.3109,-193.732,-26.3168,-28.3032,-46.3431,-48.3295,-33.2452,-168.155,-20.4073,-100.351,-71.1748,0.558688,93.4915,-262.877,-255.371
10,T0644_AOBA-server_TS4,0,0.3804,-119.976,-156.422,1806.15,1160.03,-209.599,-6.68677,-9.58117,-7.66528,-153.977,-159.223,-157.807,-6.32237,-10.2508,-7.93275,-153.612,-159.893,-158.075,-10.6896,13.8025,0.745358,-234.43,-209.363,-222.996,-7.15479,-12.6986,-12.4676,-153.891,-158.888,-158.353,-24.7623,-27.6793,-29.4155,-41.8095,-48.3158,-52.2185,-29.6965,-33.1179,-37.0393,-46.7437,-53.7545,-59.8423,-38.762,-10.6806,-37.497,-174.675,-147.848,-205.048,-23.3129,-6.21719,-10.161,-98.9416,-82.812,-116.393,-7.81931,-7.97924,-156.688,-156.848,-10.9264,-234.629,-9.89438,-156.356,-27.0147,-33.0523,-46.3869,-52.4244,-37.9311,-176.599,-10.7259,-77.917,-66.7322,-39.3654,219.11,-248.246,-261.567
